Chr	Start	End	CytoBand	#Gene_name
8	117034911	117035004	q23.3	RNA5SP276
8	117654369	117779164	q24.11	EIF3H
8	117778742	117861702	q24.11	UTP23
8	117858174	117887105	q24.11	RAD21
8	117886663	117889107	q24.11	RAD21-AS1
8	117886967	117887039	q24.11	MIR3610
8	117950438	117956726	q24.11	AARD
8	117962512	118188953	q24.11	SLC30A8
8	118030185	118030485	q24.11	RN7SL228P
8	118176207	118176492	q24.11	RN7SL826P
8	118532952	118552501	q24.11	MED30
8	118535510	118536300	q24.11	RPS10P16
8	118806729	119124092	q24.11	EXT1
8	118806729	119124092	q24.11	EXT1
8	118806729	119124092	q24.11	EXT1
8	119201698	119634234	q24.12	SAMD12
8	119774095	119774440	q24.12	RPS26P35
8	119935796	119964439	q24.12	TNFRSF11B
8	119988752	119988858	q24.12	RNU6-12P
8	120007691	120118821	q24.12	COLEC10
8	120177273	120257913	q24.12	MAL2
8	120428546	120436593	q24.12	NOV
8	120569326	120685693	q24.12	ENPP2
8	120724070	120724385	q24.12	RN7SKP153
8	120743015	120845103	q24.12	TAF2
8	120846216	120868250	q24.12	DSCC1
8	120874902	120875181	q24.12	RN7SL396P
8	120885957	121063152	q24.12	DEPTOR
8	120903372	120903469	q24.12	RNA5SP277
8	121072019	121384275	q24.12	COL14A1
8	121393000	121457642	q24.12	MRPL13
8	121457640	121554373	q24.12	MTBP
8	121547985	121825513	q24.12	SNTB1
8	122392377	122392705	q24.12	RPL35AP19
8	122624356	122653630	q24.13	HAS2
8	122651533	122656933	q24.13	HAS2-AS1
8	123103719	123103848	q24.13	MRPS36P3
8	123682624	123706345	q24.13	LINC01151
8	123793633	123986750	q24.13	ZHX2
8	124025404	124054663	q24.13	DERL1
8	124054208	124164393	q24.13	TBC1D31
8	124056957	124057052	q24.13	RNY4P5
8	124135346	124135922	q24.13	HMGB1P19
8	124191200	124222314	q24.13	FAM83A
8	124213412	124214983	q24.13	FAM83A-AS1
8	124228028	124228103	q24.13	MIR4663
8	124232196	124253638	q24.13	C8orf76
8	124238431	124279627	q24.13	ZHX1-C8ORF76
8	124249092	124249302	q24.13	UBA52P5
8	124260696	124287781	q24.13	ZHX1
8	124275083	124275189	q24.13	RNU6-628P
8	124332090	124428590	q24.13	ATAD2
8	124354654	124354759	q24.13	RNU6-875P
8	124360274	124360370	q24.13	MIR548AA1
8	124360274	124360370	q24.13	MIR548D1
8	124364421	124364883	q24.13	DUTP2
8	124412822	124414335	q24.13	IMPDH1P6
8	124428965	124479470	q24.13	WDYHV1
8	124510129	124553446	q24.13	FBXO32
8	124600999	124601286	q24.13	RN7SKP155
8	124657767	124665190	q24.13	KLHL38
8	124693034	124749647	q24.13	ANXA13
8	124780696	124827692	q24.13	FAM91A1
8	124864227	125132302	q24.13	FER1L6
8	124996378	125053023	q24.13	FER1L6-AS1
8	125058314	125183763	q24.13	FER1L6-AS2
8	125164164	125164674	q24.13	ARF1P3
8	125272887	125272993	q24.13	RNU6-756P
8	125324231	125384933	q24.13	TMEM65
8	125463048	125474391	q24.13	TRMT12
8	125474726	125486817	q24.13	RNF139-AS1
8	125486979	125500155	q24.13	RNF139
8	125500726	125551699	q24.13	TATDN1
8	125551344	125580751	q24.13	NDUFB9
8	125563031	125740730	q24.13	MTSS1
8	125834220	125834300	q24.13	MIR4662A
8	125834220	125834300	q24.13	MIR4662B
8	125860979	125966570	q24.13	LINC00964
8	125985540	125991631	q24.13	ZNF572
8	126010739	126034525	q24.13	SQLE
8	126036502	126104082	q24.13	KIAA0196
8	126052926	126057231	q24.13	KIAA0196-AS1
8	126103921	126379362	q24.13	NSMCE2
8	126282846	126283142	q24.13	RN7SL329P
8	126442563	126450647	q24.13	TRIB1
8	126456807	126457060	q24.13	RN7SL590P
8	126913195	126913298	q24.13	RNU6-442P
8	126934552	126963493	q24.13	LINC00861
8	126964105	126964558	q24.13	SOD1P3
8	127084831	127086475	q24.13	KNOP1P5
8	127186430	127187258	q24.13	RFPL4AP5
8	127517008	127517114	q24.21	RNU6-869P
8	127564687	127570638	q24.21	FAM84B
8	127683767	127683899	q24.21	RNU11-4P
8	127859300	128033259	q24.21	PCAT1
8	128084939	128094466	q24.21	PCAT2
8	128098508	128099755	q24.21	PRNCR1
8	128197880	128215467	q24.21	CASC19
8	128220111	128231333	q24.21	CCAT1
8	128302062	128494384	q24.21	CASC8
8	128426535	128432311	q24.21	POU5F1B
8	128698588	128746213	q24.21	CASC11
8	128747680	128753674	q24.21	MYC
8	128806779	129113499	q24.21	PVT1
8	128959126	128960591	q24.21	TMEM75
8	128972879	128972941	q24.21	MIR1205
8	129011377	129011540	q24.21	RNU1-106P
8	129022628	129022857	q24.21	RNU4-25P
8	129061398	129061484	q24.21	MIR1207
8	129162362	129162434	q24.21	MIR1208
8	129232750	129233049	q24.21	RN7SKP226
8	130228713	130253496	q24.21	LINC00977
8	130303229	130303521	q24.21	RN7SKP206
8	130363937	130692485	q24.21	CCDC26
8	130496303	130496388	q24.21	MIR3686
8	130760442	130799134	q24.21	GSDMC
8	130851839	131029375	q24.21	FAM49B
8	131016774	131016847	q24.21	RNU7-181P
8	131020580	131020699	q24.21	MIR5194
8	131064353	131455906	q24.21	ASAP1
8	131081787	131081898	q24.21	RNU6-1255P
8	131792547	132054672	q24.22	ADCY8
8	132916335	133025889	q24.22	EFR3A
8	133036467	133071627	q24.22	OC90
8	133073733	133123406	q24.22	HHLA1
8	133133108	133493200	q24.22	KCNQ3
8	133572745	133573726	q24.22	HPYR1
8	133584320	133687838	q24.22	LRRC6
8	133697253	133772958	q24.22	TMEM71
8	133787618	133861052	q24.22	PHF20L1
8	133879203	134147147	q24.22	TG
8	133879203	134147147	q24.22	TG
8	134048973	134115298	q24.22	SLA
8	134203282	134242587	q24.22	WISP1
8	134241299	134241940	q24.22	WISP1-OT1
8	134249414	134314265	q24.22	NDRG1
8	134420249	134421471	q24.22	ST13P6
8	134467091	134584183	q24.22	ST3GAL1
8	134767054	134767693	q24.22	MTND2P7
8	135490031	135725292	q24.22	ZFAT
8	135610314	135612932	q24.22	ZFAT-AS1
8	135812763	135812850	q24.22	MIR30B
8	135817119	135817188	q24.22	MIR30D
8	136469700	136668965	q24.23	KHDRBS3
8	136637428	136638224	q24.23	MAPRE1P1
8	136754586	136754738	q24.23	RNU1-35P
8	138117595	138117701	q24.23	RNU6-144P
8	139142266	139509065	q24.23	FAM135B
8	139600478	139926249	q24.3	COL22A1
8	140613081	140715299	q24.3	KCNK9
8	140742586	141468678	q24.3	TRAPPC9
8	140943416	140946190	q24.3	C8orf17
8	141521397	141527236	q24.3	CHRAC1
8	141530255	141539600	q24.3	CASC7
8	141541264	141645718	q24.3	AGO2
8	141667999	142012315	q24.3	PTK2
8	141742663	141742752	q24.3	MIR151A
8	141950661	141950762	q24.3	RNA5SP278
8	142127377	142205907	q24.3	DENND3
8	142217265	142318404	q24.3	SLC45A4
8	142366600	142377367	q24.3	GPR20
8	142402093	142441620	q24.3	PTP4A3
8	142443929	142517330	q24.3	MROH5
8	142469175	142470131	q24.3	HNRNPA1P38
8	143257700	143257779	q24.3	MIR4472-1
8	143279717	143290364	q24.3	LINC00051
8	143293441	143484601	q24.3	TSNARE1
8	143530791	143626370	q24.3	BAI1
8	143648621	143653366	q24.3	MROH4P
8	143692405	143696833	q24.3	ARC
8	143738874	143763386	q24.3	JRK
8	143751669	143764085	q24.3	PSCA
8	143751726	143764142	q24.3	PSCA
8	143781472	143786488	q24.3	LY6K
8	143781529	143786545	q24.3	LY6K
8	143808564	143818288	q24.3	THEM6
8	143808621	143818345	q24.3	THEM6
8	143822362	143823829	q24.3	SLURP1
8	143831568	143833952	q24.3	LYPD2
8	143845752	143859640	q24.3	LYNX1
8	143866296	143868008	q24.3	LY6D
8	143915663	143997922	q24.3	GML
8	143939770	143940213	q24.3	ZNHIT1P1
8	143953772	143961262	q24.3	CYP11B1
8	143953772	143961262	q24.3	CYP11B1
8	143991975	143999259	q24.3	CYP11B2
8	143991975	143999259	q24.3	CYP11B2
8	143991975	143999259	q24.3	CYP11B2
8	144077267	144077899	q24.3	CDC42P3
8	144099399	144105249	q24.3	LY6E
8	144120626	144141359	q24.3	C8orf31
8	144138477	144139233	q24.3	AK3P2
8	144239331	144242128	q24.3	LY6H
8	144295068	144299044	q24.3	GPIHBP1
8	144328991	144344875	q24.3	ZFP41
8	144349603	144359101	q24.3	GLI4
8	144371846	144380231	q24.3	ZNF696
8	144386554	144442149	q24.3	TOP1MT
8	144432342	144432448	q24.3	RNU6-220P
8	144448801	144450718	q24.3	RHPN1-AS1
8	144451057	144466390	q24.3	RHPN1
8	144501352	144512576	q24.3	MAFA
8	144519825	144623623	q24.3	ZC3H3
8	144635377	144645232	q24.3	GSDMD
8	144648357	144655141	q24.3	MROH6
8	144656955	144660819	q24.3	NAPRT1
8	144661867	144681711	q24.3	EEF1D
8	144680074	144682485	q24.3	TIGD5
8	144686083	144691943	q24.3	PYCRL
8	144694788	144700218	q24.3	TSTA3
8	144718183	144735900	q24.3	ZNF623
8	144728080	144728139	q24.3	RNU7-109P
8	144766622	144796068	q24.3	ZNF707
8	144766622	144796068	q24.3	ZNF707
8	144788864	144790279	q24.3	CCDC166
8	144789522	144790224	q24.3	CCDC166
8	144798429	144804628	q24.3	MAPK15
8	144798429	144804628	q24.3	MAPK15
8	144806103	144815971	q24.3	FAM83H
8	144806103	144815971	q24.3	FAM83H
8	144815253	144815323	q24.3	MIR4664
8	144816310	144828507	q24.3	FAM83H-AS1
8	144873090	144897549	q24.3	SCRIB
8	144873090	144897549	q24.3	SCRIB
8	144895127	144895212	q24.3	MIR937
8	144898514	144912029	q24.3	PUF60
8	144898514	144912029	q24.3	PUF60
8	144915764	144923144	q24.3	NRBP2
8	144915764	144924200	q24.3	NRBP2
8	144939497	144952632	q24.3	EPPK1
8	144940157	144955423	q24.3	EPPK1
8	144989321	145050902	q24.3	PLEC
8	144989321	145050902	q24.3	PLEC
8	144989321	145050902	q24.3	PLEC
8	144989321	145050902	q24.3	PLEC
8	144997317	145058904	q24.3	PLEC
8	144997317	145058904	q24.3	PLEC
8	144997317	145058904	q24.3	PLEC
8	144997317	145058904	q24.3	PLEC
8	145019359	145019447	q24.3	MIR661
8	145051321	145086940	q24.3	PARP10
8	145059323	145094942	q24.3	PARP10
8	145064226	145067583	q24.3	GRINA
8	145072253	145075585	q24.3	GRINA
8	145086582	145101933	q24.3	SPATC1
8	145094584	145129202	q24.3	SPATC1
8	145106167	145118735	q24.3	OPLAH
8	145133436	145146004	q24.3	OPLAH
8	145133529	145135550	q24.3	EXOSC4
8	145137493	145141119	q24.3	GPAA1
8	145149930	145152428	q24.3	CYC1
8	145153536	145163027	q24.3	SHARPIN
8	145159402	145162514	q24.3	MAF1
8	145160798	145162819	q24.3	EXOSC4
8	145162629	145173218	q24.3	KIAA1875
8	145164762	145168388	q24.3	GPAA1
8	145192672	145195746	q24.3	FAM203A
8	145196117	145198567	q24.3	TSSK5P1
8	145202919	145316830	q24.3	MROH1
8	145202919	145316843	q24.3	MROH1
8	145317005	145346273	q24.3	BOP1
8	145321517	145323045	q24.3	SCXB
8	145346494	145369625	q24.3	HSF1
8	145371194	145381813	q24.3	DGAT1
8	145387965	145391184	q24.3	SCRT1
8	145409038	145416175	q24.3	SLC52A2
8	145410334	145414279	q24.3	FBXL6
8	145428004	145448145	q24.3	ADCK5
8	145437880	145440835	q24.3	FAM203B
8	145448132	145464191	q24.3	CPSF1
8	145464645	145471798	q24.3	SLC39A4
8	145478520	145483451	q24.3	VPS28
8	145486055	145515082	q24.3	BOP1
8	145490549	145492470	q24.3	SCXA
8	145515280	145538385	q24.3	HSF1
8	145539954	145550573	q24.3	DGAT1
8	145554228	145559943	q24.3	SCRT1
8	145575878	145578574	q24.3	TMEM249
8	145577795	145584932	q24.3	SLC52A2
8	145579091	145583036	q24.3	FBXL6
8	145596790	145618457	q24.3	ADCK5
8	145618444	145634753	q24.3	CPSF1
8	145619364	145619445	q24.3	MIR939
8	145625476	145625559	q24.3	MIR1234
8	145635126	145642279	q24.3	SLC39A4
8	145649000	145653931	q24.3	VPS28
8	145654165	145669827	q24.3	TONSL
8	145674965	145691060	q24.3	CYHR1
8	145691426	145699585	q24.3	KIFC2
8	145698795	145701718	q24.3	FOXH1
8	145703352	145727504	q24.3	PPP1R16A
8	145728356	145732557	q24.3	GPT
8	145734457	145736596	q24.3	MFSD3
8	145736667	145743229	q24.3	RECQL4
8	145743376	145750557	q24.3	LRRC14
8	145747761	145752416	q24.3	LRRC24
8	145751117	145754516	q24.3	C8orf82
8	145754563	145911194	q24.3	ARHGAP39
8	145946298	145981802	q24.3	ZNF251
8	145998499	146012730	q24.3	ZNF34
8	146010683	146010971	q24.3	RN7SL395P
8	146015150	146017972	q24.3	RPL8
8	146024261	146036554	q24.3	ZNF517
8	146052849	146072894	q24.3	ZNF7
8	146066427	146079121	q24.3	COMMD5
8	146076632	146127553	q24.3	ZNF250
8	146155744	146176274	q24.3	ZNF16
8	146198975	146228281	q24.3	ZNF252P
8	146220272	146220926	q24.3	TMED10P1
8	146228197	146231432	q24.3	ZNF252P-AS1
8	146277764	146281416	q24.3	C8orf33
9	11987	14522	p24.3	DDX11L5
9	27657	30891	p24.3	MIR1302-10
9	27657	30891	p24.3	MIR1302-11
9	27657	30891	p24.3	MIR1302-2
9	27657	30891	p24.3	MIR1302-9
9	34394	35856	p24.3	FAM138C
9	116237	118417	p24.3	FOXD4
9	121041	188979	p24.3	CBWD1
9	213108	215893	p24.3	C9orf66
9	214854	465259	p24.3	DOCK8
9	214854	465259	p24.3	DOCK8
9	470291	746105	p24.3	KANK1
9	507258	507553	p24.3	RN7SL412P
9	558826	558930	p24.3	RNU6-1327P
9	841690	969090	p24.3	DMRT1
9	841690	969090	p24.3	DMRT1
9	976964	991731	p24.3	DMRT3
9	1001858	1001963	p24.3	RNU6-1073P
9	1050354	1057552	p24.3	DMRT2
9	1164414	1164867	p24.3	RPS27AP14
9	1333837	1333953	p24.3	RNA5SP279
9	2015342	2193624	p24.3	SMARCA2
9	2162763	2162953	p24.3	RNU2-25P
9	2228963	2229241	p24.2	RN7SL592P
9	2621834	2660053	p24.2	VLDLR
9	2717502	2730037	p24.2	KCNV2
9	2720469	2844241	p24.2	KIAA0020
9	2907073	3053408	p24.2	CARM1P1
9	3218297	3526004	p24.2	RFX3
9	3824127	4348392	p24.2	GLIS3
9	3898642	3901248	p24.2	GLIS3-AS1
9	4386410	4386556	p24.2	RNU6-694P
9	4490444	4587469	p24.2	SLC1A1
9	4553386	4666674	p24.1	SPATA6L
9	4662298	4665256	p24.1	PPAPDC2
9	4679559	4708398	p24.1	CDC37L1
9	4711155	4742043	p24.1	AK3
9	4792869	4885917	p24.1	RCL1
9	4850291	4850381	p24.1	MIR101-2
9	4944670	4945902	p24.1	HNRNPA1P41
9	4985033	5128183	p24.1	JAK2
9	4985033	5128183	p24.1	JAK2
9	4985033	5128183	p24.1	JAK2
9	4985033	5128183	p24.1	JAK2
9	4985033	5128183	p24.1	JAK2
9	5091093	5091604	p24.1	MTND6P5
9	5094139	5095014	p24.1	MTND1P11
9	5107937	5109290	p24.1	MTND4P14
9	5109496	5110762	p24.1	MTND5P14
9	5113549	5114804	p24.1	IGHEP2
9	5131979	5185668	p24.1	INSL6
9	5231419	5235304	p24.1	INSL4
9	5299868	5304969	p24.1	RLN2
9	5311444	5311716	p24.1	HMGN2P31
9	5334969	5339873	p24.1	RLN1
9	5357973	5437878	p24.1	PLGRKT
9	5450503	5470566	p24.1	CD274
9	5510545	5571282	p24.1	PDCD1LG2
9	5629025	5776557	p24.1	KIAA1432
9	5765076	5833117	p24.1	ERMP1
9	5855781	5856426	p24.1	AK4P4
9	5881596	6007901	p24.1	KIAA2026
9	5890802	5910606	p24.1	MLANA
9	6007826	6007904	p24.1	MIR4665
9	6011043	6015618	p24.1	RANBP6
9	6215805	6257983	p24.1	IL33
9	6328349	6331900	p24.1	TPD52L3
9	6413151	6507054	p24.1	UHRF2
9	6467618	6470375	p24.1	C9orf38
9	6532464	6645650	p24.1	GLDC
9	6542094	6542350	p24.1	RN7SL25P
9	6661651	6661936	p24.1	RN7SL123P
9	6668999	6670008	p24.1	RNF2P1
9	6720863	7175648	p24.1	KDM4C
9	6748703	6748981	p24.1	SNRPEP2
9	7477045	7478320	p24.1	RPL4P5
9	7796490	7888380	p24.1	TMEM261
9	8314246	10612723	p23	PTPRD
9	8797135	8797194	p24.1	RNU7-185P
9	9090876	9091311	p23	RPS26P3
9	9442060	9442347	p23	RN7SL5P
9	10829752	10830308	p23	IMP3P1
9	12300266	12300451	p23	RNU2-47P
9	12685439	12710290	p23	TYRP1
9	12685439	12710290	p23	TYRP1
9	12764762	12765054	p23	RN7SL849P
9	12775020	12822130	p23	LURAP1L
9	12972842	12973437	p23	TDPX2
9	13105703	13279589	p23	MPDZ
9	13927970	13945609	p23	LINC00583
9	13986174	13987908	p23	PES1P2
9	14040715	14041860	p23	RPL3P11
9	14081842	14398982	p22.3	NFIB
9	14611069	14693469	p22.3	ZDHHC21
9	14719722	14722715	p22.3	CER1
9	14734664	14910993	p22.3	FREM1
9	14734664	14910993	p22.3	FREM1
9	14734664	14910993	p22.3	FREM1
9	14850427	14850533	p22.3	RNU6-1260P
9	14921335	14922332	p22.3	LDHAP4
9	15143287	15143384	p22.3	RNU6-559P
9	15163620	15307358	p22.3	TTC39B
9	15348166	15348453	p22.3	RN7SL157P
9	15361391	15362132	p22.3	RPL7P33
9	15422702	15465951	p22.3	SNAPC3
9	15431897	15432004	p22.3	RNU6-319P
9	15464064	15511017	p22.3	PSIP1
9	15525782	15526079	p22.3	RN7SL98P
9	15527131	15527681	p22.3	FTH1P12
9	15544186	15544292	p22.3	RNU6-246P
9	15552895	16061661	p22.3	CCDC171
9	15588353	15588613	p22.3	HMGN2P16
9	15776179	15776284	p22.3	RNU6-14P
9	16203933	16276311	p22.3	C9orf92
9	16409501	16870841	p22.2	BNC2
9	17053899	17054200	p22.2	RN7SL720P
9	17134980	17503921	p22.2	CNTLN
9	17579080	17797127	p22.2	SH3GL2
9	17589159	17591316	p22.2	PABPC1P11
9	18473892	18910948	p22.2	ADAMTSL1
9	18573304	18573377	p22.1	MIR3152
9	18651145	18651448	p22.1	RN7SKP258
9	18927656	19033251	p22.1	FAM154A
9	19049372	19051019	p22.1	RRAGA
9	19053141	19103117	p22.1	HAUS6
9	19063654	19063784	p22.1	SCARNA8
9	19073841	19073944	p22.1	RNU6-264P
9	19106479	19106788	p22.1	RN7SL158P
9	19108373	19149288	p22.1	PLIN2
9	19230433	19374139	p22.1	DENND4C
9	19375713	19380252	p22.1	RPS6
9	19383215	19383885	p22.1	NDUFA5P3
9	19408925	19452018	p22.1	ACER2
9	19507450	19786926	p22.1	SLC24A2
9	20341663	20622542	p21.3	MLLT3
9	20411146	20411236	p21.3	MIR4473
9	20418319	20418425	p21.3	RNU4-26P
9	20502263	20502340	p21.3	MIR4474
9	20658308	20995954	p21.3	FOCAD
9	20716104	20716187	p21.3	MIR491
9	20995306	21031635	p21.3	PTPLAD2
9	21058770	21059322	p21.3	IFNNP1
9	21077104	21077943	p21.3	IFNB1
9	21106542	21106835	p21.3	IFNWP4
9	21140631	21142144	p21.3	IFNW1
9	21165636	21166659	p21.3	IFNA21
9	21178588	21179187	p21.3	IFNWP15
9	21186617	21187598	p21.3	IFNA4
9	21190653	21191243	p21.3	IFNWP9
9	21201468	21202204	p21.3	IFNA7
9	21206180	21207142	p21.3	IFNA10
9	21209188	21209778	p21.3	IFNWP18
9	21216372	21217310	p21.3	IFNA16
9	21227242	21228221	p21.3	IFNA17
9	21231265	21231852	p21.3	IFNWP5
9	21239201	21239978	p21.3	IFNA14
9	21278049	21278618	p21.3	IFNA22P
9	21304613	21305312	p21.3	IFNA5
9	21321299	21321826	p21.3	IFNA20P
9	21329670	21335379	p21.3	KLHL9
9	21349834	21351377	p21.3	IFNA6
9	21367371	21368075	p21.3	IFNA13
9	21384254	21385396	p21.3	IFNA2
9	21398613	21399138	p21.3	IFNA11P
9	21403080	21403650	p21.3	IFNA12P
9	21409146	21410184	p21.3	IFNA8
9	21420233	21420812	p21.3	IFNWP2
9	21440440	21441315	p21.3	IFNA1
9	21455483	21456048	p21.3	IFNWP19
9	21455641	21559668	p21.3	MIR31HG
9	21480841	21482312	p21.3	IFNE
9	21512114	21512184	p21.3	MIR31
9	21695175	21696942	p21.3	KHSRPP1
9	21699313	21699569	p21.3	RN7SL151P
9	21802542	21931646	p21.3	MTAP
9	21811620	21812346	p21.3	TUBB8P1
9	21967137	21967738	p21.3	C9orf53
9	21967751	21995300	p21.3	CDKN2A
9	21967751	21995300	p21.3	CDKN2A
9	21967751	21995300	p21.3	CDKN2A
9	21967751	21995300	p21.3	CDKN2A
9	21994777	22121096	p21.3	CDKN2B-AS1
9	22002902	22009362	p21.3	CDKN2B
9	22012154	22012535	p21.3	UBA52P6
9	22446840	22455739	p21.3	DMRTA1
9	23632104	23632358	p21.3	SUMO2P2
9	23690102	23826335	p21.3	ELAVL2
9	24542950	24545944	p21.3	IZUMO3
9	24905467	24905733	p21.3	RMRPP5
9	25088809	25089149	p21.3	RN7SKP120
9	25676396	25678856	p21.2	TUSC1
9	26840683	26892802	p21.2	CAAP1
9	26895676	26895968	p21.2	RN7SL100P
9	26904081	26947461	p21.2	PLAA
9	26947037	27062928	p21.2	IFT74
9	26993134	27005691	p21.2	LRRC19
9	27109139	27230173	p21.2	TEK
9	27198285	27198399	p21.2	RNA5SP280
9	27245682	27282791	p21.2	LINC00032
9	27284656	27297137	p21.2	EQTN
9	27325207	27529779	p21.2	MOB3B
9	27524312	27526496	p21.2	IFNK
9	27546544	27573864	p21.2	C9orf72
9	27608380	27610743	p21.2	CTAGE12P
9	27948076	28670283	p21.1	LINGO2
9	28863624	28863704	p21.1	MIR876
9	28888877	28888953	p21.1	MIR873
9	30689103	30690270	p21.1	RBMXP2
9	30773462	30774730	p21.1	KRT18P66
9	30799469	30800744	p21.1	KRT18P36
9	30831876	30832223	p21.1	RPS26P2
9	30935483	30935975	p21.1	FTLP4
9	30988083	30990570	p21.1	HSPA8P17
9	31253899	31254775	p21.1	SLC25A6P2
9	31644574	31645158	p21.1	HMGB3P23
9	32293556	32293690	p21.1	RNA5SP281
9	32333455	32334352	p21.1	SLC25A5P8
9	32384618	32454767	p21.1	ACO1
9	32455300	32526322	p21.1	DDX58
9	32540542	32552551	p21.1	TOPORS
9	32551142	32567003	p21.1	TOPORS-AS1
9	32552997	32573160	p21.1	NDUFB6
9	32566787	32568619	p21.1	GVQW1
9	32629452	32635667	p21.1	TAF1L
9	32783497	32787397	p21.1	TMEM215
9	32945994	32947220	p21.1	ASS1P12
9	32972604	33025166	p21.1	APTX
9	32979558	32980401	p21.1	TCEA1P4
9	33025209	33039905	p21.1	DNAJA1
9	33041762	33076665	p21.1	SMU1
9	33104080	33167354	p21.1	B4GALT1
9	33174168	33174293	p21.1	RNU4ATAC15P
9	33218363	33248565	p13.3	SPINK4
9	33247818	33264761	p13.3	BAG1
9	33264940	33281977	p13.3	CHMP5
9	33290509	33371155	p13.3	NFX1
9	33384765	33402643	p13.3	AQP7
9	33441152	33447609	p13.3	AQP3
9	33461439	33473928	p13.3	NOL6
9	33524392	33573007	p13.3	ANKRD18B
9	33576378	33577012	p13.3	SNX18P7
9	33580693	33605289	p13.3	CYP4F26P
9	33613846	33614007	p13.3	PRSS3P4
9	33617760	33618504	p13.3	TRBV20OR9-2
9	33624223	33625532	p13.3	ANXA2P2
9	33629119	33629584	p13.3	TRBV21OR9-2
9	33634109	33634244	p13.3	TRBV22OR9-2
9	33638033	33638492	p13.3	TRBV23OR9-2
9	33649045	33649612	p13.3	TRBV24OR9-2
9	33662164	33662661	p13.3	TRBV25OR9-2
9	33673502	33677497	p13.3	PTENP1
9	33695765	33696057	p13.3	TRBV26OR9-2
9	33750515	33799230	p13.3	PRSS3
9	33786526	33786826	p13.3	TRBV29OR9-2
9	33817565	33920402	p13.3	UBE2R2
9	33868538	33868663	p13.3	RNU4ATAC11P
9	33921691	34048947	p13.3	UBAP2
9	33934294	33934374	p13.3	SNORD121B
9	33952767	33952848	p13.3	SNORD121A
9	33968069	33968516	p13.3	OSTCP8
9	34018258	34018319	p13.3	RNU7-36P
9	34049964	34050242	p13.3	RN7SKP114
9	34086385	34127397	p13.3	DCAF12
9	34109169	34109966	p13.3	TUBB4BP2
9	34179003	34252521	p13.3	UBAP1
9	34206132	34206239	p13.3	RNA5SP282
9	34252379	34329198	p13.3	KIF24
9	34282526	34282668	p13.3	RNU2-50P
9	34318405	34319653	p13.3	SERPINH1P1
9	34329504	34343709	p13.3	NUDT2
9	34366668	34376851	p13.3	KIAA1161
9	34379017	34397830	p13.3	C9orf24
9	34398182	34458568	p13.3	FAM219A
9	34457412	34520982	p13.3	DNAI1
9	34478620	34478903	p13.3	RN7SKP24
9	34521038	34523039	p13.3	ENHO
9	34551430	34590121	p13.3	CNTFR
9	34568013	34582827	p13.3	CNTFR-AS1
9	34610483	34612101	p13.3	RPP25L
9	34613548	34620515	p13.3	DCTN3
9	34621376	34628104	p13.3	ARID3C
9	34634719	34637806	p13.3	SIGMAR1
9	34638130	34651032	p13.3	GALT
9	34650699	34661889	p13.3	IL11RA
9	34661877	34664045	p13.3	CCL27
9	34689564	34691274	p13.3	CCL19
9	34709002	34710121	p13.3	CCL21
9	34723052	34729464	p13.3	FAM205A
9	34832292	34838583	p13.3	FAM205B
9	34889061	34895775	p13.3	FAM205CP
9	34917172	34918293	p13.3	GLULP4
9	34922181	34922918	p13.3	YWHAZP6
9	34957484	34982541	p13.3	KIAA1045
9	34989638	34998897	p13.3	DNAJB5
9	35010700	35011282	p13.3	SYF2P2
9	35041092	35045988	p13.3	C9orf131
9	35049268	35049558	p13.3	RN7SL338P
9	35056061	35073246	p13.3	VCP
9	35056061	35073246	p13.3	VCP
9	35073832	35080013	p13.3	FANCG
9	35088685	35096591	p13.3	PIGO
9	35099888	35103154	p13.3	STOML2
9	35104109	35116338	p13.3	FAM214B
9	35161999	35405335	p13.3	UNC13B
9	35406752	35483026	p13.3	ATP8B5P
9	35449745	35450349	p13.3	ZFAND6P1
9	35490124	35561895	p13.3	RUSC2
9	35507561	35507870	p13.3	RPL36AP33
9	35561828	35563896	p13.3	FAM166B
9	35605367	35610038	p13.3	TESK1
9	35608091	35608156	p13.3	MIR4667
9	35609530	35646807	p13.3	CD72
9	35649292	35650937	p13.3	SIT1
9	35657748	35658015	p13.3	RMRP
9	35658301	35661508	p13.3	CCDC107
9	35658872	35675863	p13.3	ARHGEF39
9	35671773	35672039	p13.3	RN7SL22P
9	35673853	35681156	p13.3	CA9
9	35681989	35691017	p13.3	TPM2
9	35681989	35691017	p13.3	TPM2
9	35696945	35732392	p13.3	TLN1
9	35732332	35737001	p13.3	CREB3
9	35736863	35749983	p13.3	GBA2
9	35749203	35758572	p13.3	RGP1
9	35752987	35756610	p13.3	MSMP
9	35792151	35809729	p13.3	NPR2
9	35808042	35812269	p13.3	SPAG8
9	35812957	35815351	p13.3	HINT2
9	35814448	35854844	p13.3	TMEM8B
9	35816388	35828744	p13.3	FAM221B
9	35859059	35859980	p13.3	OR13E1P
9	35869375	35870461	p13.3	OR13J1
9	35874807	35875191	p13.3	NDUFA5P4
9	35906189	35907138	p13.3	HRCT1
9	35909480	35911683	p13.3	LINC00961
9	35943207	35943931	p13.3	PGAM1P2
9	35957105	35958151	p13.3	OR2S2
9	35971341	35972315	p13.3	YBX1P10
9	35991333	35992282	p13.3	OR13C6P
9	36002906	36003864	p13.3	OR13C7P
9	36013181	36014130	p13.3	OR2S1P
